Report Date,FORESADDLE PRICE,FORESADDLE CHANGE,FORESADDLE %,FORESADDLE WEIGHT
07/18/2016,342.3850,-0.8264,49.1600,33.4288
07/15/2016,343.2114,-14.0213,49.1600,33.9204
07/14/2016,357.2327,-6.4369,49.1600,33.9204
07/13/2016,363.6696,1.6660,49.1600,33.9204
07/12/2016,362.0036,5.2940,49.1600,33.9204
07/11/2016,356.7096,0.1833,49.1600,33.9204
07/08/2016,356.5263,-1.2183,49.1600,33.9204
07/07/2016,357.7446,5.2425,49.1600,33.9204
07/06/2016,352.5021,1.7057,49.1600,34.4120
07/05/2016,350.7964,15.6915,49.1600,34.4120
07/01/2016,335.1049,0.6273,49.1600,34.4120
06/30/2016,334.4776,1.7099,49.1600,34.4120
06/29/2016,332.7677,0.3784,49.1600,33.9204
06/28/2016,332.3893,-12.6259,49.1600,33.9204
06/27/2016,345.0152,-1.0798,49.1600,33.9204
06/24/2016,346.0950,-1.1566,49.1600,33.9204
06/23/2016,347.2516,-1.4247,49.1600,34.4120
06/22/2016,348.6763,1.8804,49.1600,34.4120
06/21/2016,346.7959,-0.7103,49.1600,34.4120
06/20/2016,347.5062,-1.0296,49.1600,34.4120
06/17/2016,348.5358,-0.5470,49.1600,34.4120
06/16/2016,349.0828,-0.9615,49.1600,34.4120
06/15/2016,350.0443,0.0804,49.1600,34.9036
06/14/2016,349.9639,0.6122,49.1600,34.9036
06/13/2016,349.3517,-1.6059,49.1600,34.9036
06/10/2016,350.9576,-2.1432,49.1600,34.9036
06/09/2016,353.1008,3.5718,49.1600,34.9036
06/08/2016,349.5290,-2.1996,49.1600,35.3952
06/07/2016,351.7286,2.8114,49.1600,35.3952
06/06/2016,348.9172,-0.0452,49.1600,35.3952
06/03/2016,348.9624,2.4445,49.1600,35.3952
06/02/2016,346.5179,-2.0719,49.1600,35.3952
06/01/2016,348.5898,0.4909,49.1600,35.3952
05/31/2016,348.0989,-3.2757,49.1600,35.3952
05/27/2016,351.3746,0.1374,49.1600,35.3952
05/26/2016,351.2372,-1.9706,49.1600,35.3952
05/25/2016,353.2078,-0.3505,49.1600,36.3784
05/24/2016,353.5583,2.7398,49.1600,36.3784
05/23/2016,350.8185,-1.1610,49.1600,36.3784
05/20/2016,351.9795,-1.2129,49.1600,36.3784
05/19/2016,353.1924,2.8740,49.1600,36.3784
05/18/2016,350.3184,-1.2473,49.1600,32.9372
05/17/2016,351.5657,-2.0566,49.1600,32.9372
05/16/2016,353.6223,1.7208,49.1600,32.9372
05/13/2016,351.9015,3.0540,49.1600,32.9372
05/12/2016,348.8475,-0.8834,49.1600,32.9372
05/11/2016,349.7309,1.9703,49.1600,33.9204
05/10/2016,347.7606,0.8641,49.1600,33.9204
05/09/2016,346.8965,-1.6695,49.1600,33.9204
05/06/2016,348.5660,1.3673,49.1600,33.9204
05/05/2016,347.1987,-1.0239,49.1600,33.9204
05/04/2016,348.2226,-1.9430,49.1600,35.3952
05/03/2016,350.1656,0.2446,49.1600,35.3952
05/02/2016,349.9210,1.5815,49.1600,35.3952
04/29/2016,348.3395,-2.0542,49.1600,35.3952
04/28/2016,350.3937,2.1051,49.1600,35.3952
04/27/2016,348.2886,3.6910,49.1600,35.3952
04/26/2016,344.5976,-1.6683,49.1600,35.3952
04/25/2016,346.2659,1.4360,49.1600,35.3952
04/22/2016,344.8299,1.1749,49.1600,35.3952
04/21/2016,343.6550,-1.9280,49.1600,35.3952
04/20/2016,345.5830,0.8731,49.1600,35.3952
04/19/2016,344.7099,2.1236,49.1600,35.3952
04/18/2016,342.5863,-3.5162,49.1600,35.3952
04/15/2016,346.1025,-3.3769,49.1600,35.3952
04/14/2016,349.4794,-2.4884,49.1600,35.3952
04/13/2016,351.9678,-4.3782,49.1600,31.9540
04/12/2016,356.3460,-2.3232,49.1600,31.9540
04/11/2016,358.6692,3.8686,49.1600,31.9540
04/08/2016,354.8006,-3.5167,49.1600,31.9540
04/07/2016,358.3173,5.0924,49.1600,34.4120
04/06/2016,353.2249,1.4887,49.1600,34.4120
04/05/2016,351.7362,2.7648,49.1600,34.4120
04/04/2016,348.9714,-3.1737,49.1600,34.4120
04/01/2016,352.1451,2.0630,49.1600,34.4120
03/31/2016,350.0821,-1.1840,49.1600,34.4120
03/30/2016,351.2661,-0.3940,49.1600,35.3952
03/29/2016,351.6601,0.3874,49.1600,35.3952
03/28/2016,351.2727,-2.9531,49.1600,35.3952
03/25/2016,354.2258,-1.1898,49.1600,35.3952
03/24/2016,355.4156,-0.5836,49.1600,35.3952
03/23/2016,355.9992,-0.6562,49.1600,36.3784
03/22/2016,356.6554,-0.8348,49.1600,36.3784
03/21/2016,357.4902,-1.3222,49.1600,36.3784
03/18/2016,358.8124,-1.3807,49.1600,36.3784
03/17/2016,360.1931,1.1935,49.1600,36.3784
03/16/2016,358.9996,-0.0617,49.1600,36.3784
03/15/2016,359.0613,1.3389,49.1600,36.3784
03/14/2016,357.7224,3.3740,49.1600,36.3784
03/11/2016,354.3484,-1.7855,49.1600,36.3784
03/10/2016,356.1339,-1.1770,49.1600,36.3784
03/09/2016,357.3109,-0.1764,49.1600,35.3952
03/08/2016,357.4873,-0.0908,49.1600,35.3952
03/07/2016,357.5781,-0.4359,49.1600,35.3952
03/04/2016,358.0140,1.3754,49.1600,35.3952
03/03/2016,356.6386,0.8356,49.1600,35.3952
03/02/2016,355.8030,1.6657,49.1600,35.3952
03/01/2016,354.1373,-2.8363,49.1600,35.3952
02/29/2016,356.9736,-1.8115,49.1600,35.3952
02/26/2016,358.7851,-0.0696,49.1600,35.3952
02/25/2016,358.8547,-1.0083,49.1600,35.3952
02/24/2016,359.8630,-2.7229,49.1600,35.8868
02/23/2016,362.5859,-1.1359,49.1600,35.8868
02/22/2016,363.7218,-0.2738,49.1600,35.8868
02/19/2016,363.9956,-0.3303,49.1600,35.8868
02/18/2016,364.3259,-1.4605,49.1600,35.8868
02/17/2016,365.7864,-3.3523,49.1600,35.8868
02/16/2016,369.1387,1.0768,49.1600,35.8868
02/15/2016,368.0619,-3.3284,49.1600,35.8868
02/12/2016,371.3903,0.9820,49.1600,35.8868
02/11/2016,370.4083,0.1567,49.1600,35.3952
02/10/2016,370.2516,-1.5794,49.1600,35.3952
02/09/2016,371.8310,-0.4339,49.1600,35.3952
02/08/2016,372.2649,-1.6963,49.1600,35.3952
02/05/2016,373.9612,-0.3091,49.1600,35.3952
02/04/2016,374.2703,0.0097,49.1600,35.3952
02/03/2016,374.2606,2.6233,49.1600,34.4120
02/02/2016,371.6373,0.0268,49.1600,34.4120
02/01/2016,371.6105,-0.8207,49.1600,34.4120
01/29/2016,372.4312,-1.6122,49.1600,34.4120
01/28/2016,374.0434,-0.5517,49.1600,34.4120
01/27/2016,374.5951,-1.3253,49.1600,34.4120
01/26/2016,375.9204,-1.3065,49.1600,34.4120
01/25/2016,377.2269,-1.3596,49.1600,34.4120
01/22/2016,378.5865,1.3693,49.1600,34.4120
01/21/2016,377.2172,0.4225,49.1600,34.4120
01/20/2016,376.7947,2.1272,49.1600,32.9372
01/19/2016,374.6675,6.9847,49.1600,32.9372
01/18/2016,367.6828,-0.8289,49.1600,32.9372
01/15/2016,368.5117,-1.5259,49.1600,32.9372
01/14/2016,370.0376,0.7783,49.1600,32.9372
01/13/2016,369.2593,-0.8335,49.1600,31.9540
01/12/2016,370.0928,-5.9666,49.1600,31.9540
01/11/2016,376.0594,-0.0658,49.1600,31.9540
01/08/2016,376.1252,2.0733,49.1600,31.9540
01/07/2016,374.0519,-0.3742,49.1600,31.9540
01/06/2016,374.4261,-1.3242,49.1600,33.4288
01/05/2016,375.7503,-0.1907,49.1600,33.4288
01/04/2016,375.9410,-0.8481,49.1600,33.4288
12/31/2015,376.7891,-0.9890,49.1600,33.4288
12/30/2015,377.7781,-0.7345,49.1600,33.4288
12/29/2015,378.5126,2.6759,49.1600,33.4288
12/28/2015,375.8367,0.5056,49.1600,33.4288
12/24/2015,375.3311,2.1572,49.1600,33.9204
12/23/2015,373.1739,0.5466,49.1600,33.9204
12/22/2015,372.6273,-1.1638,49.1600,33.9204
12/21/2015,373.7911,-3.3051,49.1600,33.9204
12/18/2015,377.0962,1.3543,49.1600,33.9204
12/17/2015,375.7419,-3.1898,49.1600,33.9204
12/16/2015,378.9317,-1.7576,49.1600,33.4288
12/15/2015,380.6893,-0.9076,49.1600,33.4288
12/14/2015,381.5969,0.2626,49.1600,33.4288
12/11/2015,381.3343,-1.4719,49.1600,33.4288
12/10/2015,382.8062,-0.9845,49.1600,33.4288
12/09/2015,383.7907,1.8998,49.1600,33.4288
12/08/2015,381.8909,-0.1188,49.1600,33.4288
12/07/2015,382.0097,-1.4040,49.1600,33.4288
12/04/2015,383.4137,1.2638,49.1600,33.4288
12/03/2015,382.1499,1.2241,49.1600,33.4288
12/02/2015,380.9258,3.8918,49.1600,32.9372
12/01/2015,377.0340,-3.0706,49.1600,32.9372
11/30/2015,380.1046,-0.6246,49.1600,32.9372
11/27/2015,380.7292,0.6993,49.1600,32.9372
11/25/2015,380.0299,-0.1974,49.1600,31.9540
11/24/2015,380.2273,0.4047,49.1600,31.9540
11/23/2015,379.8226,2.3061,49.1600,31.9540
11/20/2015,377.5165,-0.8135,49.1600,31.9540
11/19/2015,378.3300,-3.0899,49.1600,31.9540
11/18/2015,381.4199,-1.0981,49.1600,32.9372
11/17/2015,382.5180,0.8160,49.1600,32.9372
11/16/2015,381.7020,-1.0049,49.1600,32.9372
11/13/2015,382.7069,4.4090,49.1600,32.9372
11/12/2015,378.2979,2.2909,49.1600,32.4456
11/11/2015,376.0070,1.2552,49.1600,32.4456
11/10/2015,374.7518,-0.9176,49.1600,32.4456
11/09/2015,375.6694,0.7312,49.1600,32.4456
11/06/2015,374.9382,-1.3718,49.1600,32.4456
11/05/2015,376.3100,-2.1967,49.1600,32.4456
11/04/2015,378.5067,-0.2144,49.1600,31.9540
11/03/2015,378.7211,0.6834,49.1600,31.9540
11/02/2015,378.0377,-0.8084,49.1600,31.9540
10/30/2015,378.8461,-1.2788,49.1600,31.9540
10/29/2015,380.1249,0.6091,49.1600,31.9540
10/28/2015,379.5158,1.3650,49.1600,31.9540
10/27/2015,378.1508,-1.0953,49.1600,31.9540
10/26/2015,379.2461,-0.7276,49.1600,31.9540
10/23/2015,379.9737,-0.2301,49.1600,31.9540
10/22/2015,380.2038,-1.5045,49.1600,31.9540
10/21/2015,381.7083,-2.6910,49.1600,32.4456
10/20/2015,384.3993,-0.2069,49.1600,32.4456
10/19/2015,384.6062,-1.6376,49.1600,32.4456
10/16/2015,386.2438,-0.5694,49.1600,32.4456
10/15/2015,386.8132,0.3435,49.1600,32.4456
10/14/2015,386.4697,-0.0654,49.1600,31.4624
10/13/2015,386.5351,2.9841,49.1600,31.4624
10/12/2015,383.5510,3.7548,49.1600,31.4624
10/09/2015,379.7962,0.9603,49.1600,31.4624
10/08/2015,378.8359,1.4466,49.1600,31.4624
10/07/2015,377.3893,-1.0456,49.1600,32.4456
10/06/2015,378.4349,-0.8468,49.1600,32.4456
10/05/2015,379.2817,-0.0534,49.1600,32.4456
10/02/2015,379.3351,-0.3309,49.1600,32.4456
10/01/2015,379.6660,-0.6444,49.1600,32.4456
09/30/2015,380.3104,1.1998,49.1600,32.4456
09/29/2015,379.1106,-0.7894,49.1600,32.4456
09/28/2015,379.9000,-2.1515,49.1600,32.4456
09/25/2015,382.0515,1.3887,49.1600,32.4456
09/24/2015,380.6628,-2.2912,49.1600,32.4456
09/23/2015,382.9540,-0.1914,49.1600,33.9204
09/22/2015,383.1454,0.3011,49.1600,33.9204
09/21/2015,382.8443,0.6935,49.1600,33.9204
09/18/2015,382.1508,0.3891,49.1600,33.9204
09/17/2015,381.7617,4.4173,49.1600,33.9204
09/16/2015,377.3444,-0.6875,49.1600,33.4288
09/15/2015,378.0319,-0.3406,49.1600,33.4288
09/14/2015,378.3725,-0.6144,49.1600,33.4288
09/11/2015,378.9869,3.0641,49.1600,33.4288
09/10/2015,375.9228,0.3446,49.1600,33.4288
09/09/2015,375.5782,0.3798,49.1600,33.9204
09/08/2015,375.1984,-4.2458,49.1600,33.9204
09/04/2015,379.4442,-3.7583,49.1600,33.4288
09/03/2015,383.2025,-0.6481,49.1600,33.4288
09/02/2015,383.8506,0.1503,49.1600,33.4288
09/01/2015,383.7003,3.1903,49.1600,33.4288
08/31/2015,380.5100,-0.8962,49.1600,33.4288
08/28/2015,381.4062,2.5497,49.1600,33.4288
08/27/2015,378.8565,2.1196,49.1600,33.4288
08/26/2015,376.7369,0.8406,49.1600,34.4120
08/25/2015,375.8963,2.1978,49.1600,34.4120
08/24/2015,373.6985,0.5209,49.1600,34.4120
08/21/2015,373.1776,1.2072,49.1600,34.4120
08/20/2015,371.9704,-1.1431,49.1600,34.4120
08/19/2015,373.1135,-2.0511,49.1600,34.9036
08/18/2015,375.1646,-2.9838,49.1600,34.9036
08/17/2015,378.1484,1.0694,49.1600,34.9036
08/14/2015,377.0790,0.0273,49.1600,34.9036
08/13/2015,377.0517,1.1044,49.1600,34.9036
08/12/2015,375.9473,1.4139,49.1600,34.9036
08/11/2015,374.5334,0.3967,49.1600,34.9036
08/10/2015,374.1367,-0.0619,49.1600,34.9036
08/07/2015,374.1986,0.2431,49.1600,34.9036
08/06/2015,373.9555,-0.4981,49.1600,34.9036
08/05/2015,374.4536,-2.5323,49.1600,34.4120
08/04/2015,376.9859,1.3296,49.1600,34.4120
08/03/2015,375.6563,-0.4566,49.1600,34.4120
07/31/2015,376.1129,0.3965,49.1600,34.4120
07/30/2015,375.7164,2.2371,49.1600,34.4120
07/29/2015,373.4793,1.0713,49.1600,34.4120
07/28/2015,372.4080,-3.9359,49.1600,34.4120
07/27/2015,376.3439,-0.3381,49.1600,34.4120
07/24/2015,376.6820,-0.1512,49.1600,34.4120
07/23/2015,376.8332,-1.9007,49.1600,34.9036
07/22/2015,378.7339,-0.5483,49.1600,34.9036
07/21/2015,379.2822,0.7300,49.1600,34.9036
07/20/2015,378.5522,-1.0984,49.1600,34.9036
07/17/2015,379.6506,-0.4167,49.1600,34.9036
07/16/2015,380.0673,-0.1037,49.1600,34.9036
07/15/2015,380.1710,-1.7582,49.1600,34.9036
07/14/2015,381.9292,-0.9220,49.1600,34.9036
07/13/2015,382.8512,2.5463,49.1600,34.9036
07/10/2015,380.3049,-0.5705,49.1600,34.9036
07/09/2015,380.8754,1.0988,49.1600,34.9036
07/08/2015,379.7766,1.2558,49.1600,34.4120
07/07/2015,378.5208,2.1003,49.1600,34.4120
07/06/2015,376.4205,-2.6642,49.1600,34.4120
07/02/2015,379.0847,-2.0272,49.1600,34.4120
07/01/2015,381.1119,0.9652,49.1600,34.9036
06/30/2015,380.1467,0.3873,49.1600,34.9036
06/29/2015,379.7594,0.5753,49.1600,34.9036
06/26/2015,379.1841,3.8335,49.1600,34.9036
06/25/2015,375.3506,2.7038,49.1600,34.9036
06/24/2015,372.6468,-0.5265,49.1600,35.8868
06/23/2015,373.1733,-0.2082,49.1600,35.8868
06/22/2015,373.3815,1.6548,49.1600,35.8868
06/19/2015,371.7267,-1.7327,49.1600,35.8868
06/18/2015,373.4594,0.6340,49.1600,35.8868
06/17/2015,372.8254,-2.9807,49.1600,34.9036
06/16/2015,375.8061,-1.0860,49.1600,34.9036
06/15/2015,376.8921,-3.6439,49.1600,34.9036
06/12/2015,380.5360,-0.7979,49.1600,34.9036
06/11/2015,381.3339,-1.4863,49.1600,35.3952
06/10/2015,382.8202,1.1796,49.1600,35.3952
06/09/2015,381.6406,2.3279,49.1600,35.3952
06/08/2015,379.3127,-0.0187,49.1600,35.3952
06/05/2015,379.3314,1.3132,49.1600,35.3952
06/04/2015,378.0182,-0.7751,49.1600,35.8868
06/03/2015,378.7933,3.9578,49.1600,35.8868
06/02/2015,374.8355,-3.2220,49.1600,35.8868
06/01/2015,378.0575,1.1530,49.1600,35.8868
05/29/2015,376.9045,0.3968,49.1600,35.8868
05/28/2015,376.5077,0.6797,49.1600,35.8868
05/27/2015,375.8280,-3.0177,49.1600,35.8868
05/26/2015,378.8457,0.7300,49.1600,35.8868
05/22/2015,378.1157,-2.1665,49.1600,35.8868
05/21/2015,380.2822,0.8027,49.1600,35.8868
05/20/2015,379.4795,-0.1580,49.1600,36.3784
05/19/2015,379.6375,-0.8909,49.1600,36.3784
05/18/2015,380.5284,0.2581,49.1600,36.3784
05/15/2015,380.2703,0.2042,49.1600,36.3784
05/14/2015,380.0661,-1.5158,49.1600,36.3784
05/13/2015,381.5819,-0.8541,49.1600,36.3784
05/12/2015,382.4360,1.4259,49.1600,36.3784
05/11/2015,381.0101,0.9360,49.1600,36.3784
05/08/2015,380.0741,0.4939,49.1600,36.3784
05/07/2015,379.5802,-0.3588,49.1600,36.3784
05/06/2015,379.9390,2.2970,49.1600,35.8868
05/05/2015,377.6420,0.3300,49.1600,35.8868
05/04/2015,377.3120,-2.9819,49.1600,35.8868
05/01/2015,380.2939,-1.5395,49.1600,35.8868
04/30/2015,381.8334,-1.2894,49.1600,35.8868
04/29/2015,383.1228,-2.5358,49.1600,32.9372
04/28/2015,385.6586,-2.7814,49.1600,32.9372
04/27/2015,388.4400,1.9438,49.1600,32.9372
04/24/2015,386.4962,0.2366,49.1600,32.9372
04/23/2015,386.2596,-1.8417,49.1600,32.9372
04/22/2015,388.1013,-0.2728,49.1600,32.9372
04/21/2015,388.3741,0.3136,49.1600,32.9372
04/20/2015,388.0605,-0.9853,49.1600,32.9372
04/17/2015,389.0458,1.1102,49.1600,32.9372
04/16/2015,387.9356,2.8203,49.1600,34.4120
04/15/2015,385.1153,-0.5819,49.1600,34.4120
04/14/2015,385.6972,0.4627,49.1600,34.4120
04/13/2015,385.2345,0.7741,49.1600,34.4120
04/10/2015,384.4604,-6.5409,49.1600,34.4120
04/09/2015,391.0013,-2.4814,49.1600,34.4120
04/08/2015,393.4827,0.0887,49.1600,34.9036
04/07/2015,393.3940,-1.3518,49.1600,34.9036
04/06/2015,394.7458,4.8097,49.1600,34.9036
04/03/2015,389.9361,-1.7681,49.1600,34.9036
04/02/2015,391.7042,-0.2792,49.1600,34.9036
04/01/2015,391.9834,0.3571,49.1600,35.3952
03/31/2015,391.6263,-0.1540,49.1600,35.3952
03/30/2015,391.7803,-5.6913,49.1600,35.3952
03/27/2015,397.4716,1.9927,49.1600,35.3952
03/26/2015,395.4789,0.3231,49.1600,35.3952
03/25/2015,395.1558,-2.4892,49.1600,35.8868
03/24/2015,397.6450,-0.8027,49.1600,35.8868
03/23/2015,398.4477,0.5209,49.1600,35.8868
03/20/2015,397.9268,1.3684,49.1600,35.8868
03/19/2015,396.5584,-0.2713,49.1600,35.8868
03/18/2015,396.8297,0.1486,49.1600,35.8868
03/17/2015,396.6811,-0.5279,49.1600,35.8868
03/16/2015,397.2090,0.0771,49.1600,35.8868
03/13/2015,397.1319,2.3057,49.1600,35.8868
03/12/2015,394.8262,-3.5906,49.1600,35.8868
03/11/2015,398.4168,1.5314,49.1600,35.3952
03/10/2015,396.8854,-0.5003,49.1600,35.3952
03/09/2015,397.3857,0.1902,49.1600,35.3952
03/06/2015,397.1955,-2.9677,49.1600,35.3952
03/05/2015,400.1632,0.5706,49.1600,35.3952
03/04/2015,399.5926,-1.9738,49.1600,34.9036
03/03/2015,401.5664,1.1880,49.1600,34.9036
03/02/2015,400.3784,-2.3692,49.1600,34.9036
02/27/2015,402.7476,2.0216,49.1600,34.9036
02/26/2015,400.7260,0.9975,49.1600,34.9036
02/25/2015,399.7285,-0.1140,49.1600,34.9036
02/24/2015,399.8425,-0.2832,49.1600,34.9036
02/23/2015,400.1257,1.7582,49.1600,34.9036
02/20/2015,398.3675,1.3159,49.1600,34.9036
02/19/2015,397.0516,-0.6504,49.1600,34.9036
02/18/2015,397.7020,0.5907,49.1600,35.8868
02/17/2015,397.1113,-0.3972,49.1600,35.8868
02/16/2015,397.5085,-0.8381,49.1600,35.8868
02/13/2015,398.3466,-0.5235,49.1600,35.8868
02/12/2015,398.8701,-1.8360,49.1600,35.8868
02/11/2015,400.7061,-0.1421,49.1600,34.9036
02/10/2015,400.8482,-1.3717,49.1600,34.9036
02/09/2015,402.2199,0.5715,49.1600,34.9036
02/06/2015,401.6484,-4.5978,49.1600,34.9036
02/05/2015,406.2462,-0.0248,49.1600,34.9036
02/04/2015,406.2710,-0.2437,49.1600,34.9036
02/03/2015,406.5147,0.6850,49.1600,34.9036
02/02/2015,405.8297,-1.3063,49.1600,34.9036
01/30/2015,407.1360,1.9343,49.1600,34.9036
01/29/2015,405.2017,0.1626,49.1600,34.9036
01/28/2015,405.0391,-1.9609,49.1600,34.9036
01/27/2015,407.0000,1.6412,49.1600,34.9036
01/26/2015,405.3588,0.8392,49.1600,34.9036
01/23/2015,404.5196,-3.5047,49.1600,34.9036
01/22/2015,408.0243,-0.0061,49.1600,34.9036
01/21/2015,408.0304,2.1244,49.1600,34.4120
01/20/2015,405.9060,-0.0246,49.1600,34.4120
01/19/2015,405.9306,-2.9228,49.1600,34.4120
01/16/2015,408.8534,3.5279,49.1600,34.4120
01/15/2015,405.3255,-0.2036,49.1600,34.4120
01/14/2015,405.5291,1.1531,49.1600,33.4288
01/13/2015,404.3760,-2.1504,49.1600,33.4288
01/12/2015,406.5264,-1.5457,49.1600,33.4288
01/09/2015,408.0721,0.2352,49.1600,33.4288
01/08/2015,407.8369,0.1528,49.1600,33.4288
01/07/2015,407.6841,-6.1358,49.1600,33.4288
01/06/2015,413.8199,0.3532,49.1600,33.4288
01/05/2015,413.4667,7.8345,49.1600,33.4288
01/02/2015,405.6322,2.9366,49.1600,33.4288
12/31/2014,402.6956,0.1649,49.1600,33.4288
12/30/2014,402.5307,-0.3348,49.1600,34.4120
12/29/2014,402.8655,-1.4071,49.1600,34.4120
12/26/2014,404.2726,-1.9239,49.1600,34.4120
12/24/2014,406.1965,2.0429,49.1600,34.4120
12/23/2014,404.1536,-0.1643,49.1600,33.9204
12/22/2014,404.3179,1.2800,49.1600,33.9204
12/19/2014,403.0379,-1.1614,49.1600,33.9204
12/18/2014,404.1993,3.7348,49.1600,33.9204
12/17/2014,400.4645,-1.2060,49.1600,33.4288
12/16/2014,401.6705,-1.2734,49.1600,33.4288
12/15/2014,402.9439,-2.2534,49.1600,33.4288
12/12/2014,405.1973,-5.4541,49.1600,33.4288
12/11/2014,410.6514,2.8603,49.1600,33.4288
12/10/2014,407.7911,0.6927,49.1600,33.4288
12/09/2014,407.0984,1.1001,49.1600,33.4288
12/08/2014,405.9983,-7.8521,49.1600,33.4288
12/05/2014,413.8504,6.8140,49.1600,33.4288
12/04/2014,407.0364,-2.9375,49.1600,33.4288
12/03/2014,409.9739,2.7613,49.1600,33.4288
12/02/2014,407.2126,-5.0056,49.1600,33.4288
12/01/2014,412.2182,1.3074,49.1600,33.4288
11/28/2014,410.9108,-1.8866,49.1600,33.4288
11/26/2014,412.7974,-3.9967,49.1600,32.9372
11/25/2014,416.7941,1.5892,49.1600,32.9372
11/24/2014,415.2049,-1.8053,49.1600,32.9372
11/21/2014,417.0102,5.6028,49.1600,32.9372
11/20/2014,411.4074,1.1473,49.1600,32.9372
11/19/2014,410.2601,4.8301,49.1600,32.9372
11/18/2014,405.4300,-0.2499,49.1600,32.9372
11/17/2014,405.6799,2.0231,49.1600,32.9372
11/14/2014,403.6568,-1.5313,49.1600,32.9372
11/13/2014,405.1881,1.0874,49.1600,32.9372
11/12/2014,404.1007,-3.8644,49.1600,32.9372
11/11/2014,407.9651,1.6662,49.1600,32.9372
11/10/2014,406.2989,-0.6938,49.1600,32.9372
11/07/2014,406.9927,1.0184,49.1600,32.9372
11/06/2014,405.9743,-3.9175,49.1600,32.9372
11/05/2014,409.8918,2.0570,49.1600,32.4456
11/04/2014,407.8348,-2.5282,49.1600,32.4456
11/03/2014,410.3630,2.6565,49.1600,32.4456
10/31/2014,407.7065,-2.7060,49.1600,32.4456
10/30/2014,410.4125,1.6701,49.1600,32.4456
10/29/2014,408.7424,-2.0062,49.1600,31.9540
10/28/2014,410.7486,0.5495,49.1600,31.9540
10/27/2014,410.1991,-0.9734,49.1600,31.9540
10/24/2014,411.1725,0.6251,49.1600,31.9540
10/23/2014,410.5474,1.0687,49.1600,31.9540
10/22/2014,409.4787,1.2477,49.1600,31.4624
10/21/2014,408.2310,-1.5185,49.1600,31.4624
10/20/2014,409.7495,2.8206,49.1600,31.4624
10/16/2014,407.6101,-1.7549,49.1600,31.4624
10/15/2014,409.3650,0.0329,49.1600,31.9540
10/14/2014,409.3321,2.2085,49.1600,31.9540
10/13/2014,407.1236,1.6559,49.1600,31.9540
10/10/2014,405.4677,2.1215,49.1600,31.9540
10/09/2014,403.3462,0.1401,49.1600,31.9540
10/08/2014,403.2061,-0.0901,49.1600,31.9540
10/07/2014,403.2962,-1.4561,49.1600,31.9540
10/06/2014,404.7523,-0.3869,49.1600,31.9540
10/03/2014,405.1392,-0.5874,49.1600,31.9540
10/02/2014,405.7266,1.8900,49.1600,31.9540
10/01/2014,403.8366,0.1526,49.1600,31.9540
09/30/2014,403.6840,2.0518,49.1600,31.9540
09/29/2014,401.6322,-0.9421,49.1600,31.9540
09/26/2014,402.5743,0.4997,49.1600,31.9540
09/25/2014,402.0746,-0.4769,49.1600,31.9540
09/24/2014,402.5515,1.2308,49.1600,32.4456
09/23/2014,401.3207,0.8743,49.1600,32.4456
09/22/2014,400.4464,-0.0715,49.1600,32.4456
09/19/2014,400.5179,3.3466,49.1600,32.4456
09/18/2014,397.1713,1.7498,49.1600,32.4456
09/17/2014,395.4215,0.1320,49.1600,31.9540
09/16/2014,395.2895,0.1630,49.1600,31.9540
09/15/2014,395.1265,-1.3503,49.1600,31.9540
09/12/2014,396.4768,-5.3397,49.1600,31.9540
09/11/2014,401.8165,0.1994,49.1600,31.9540
09/10/2014,401.6171,1.1736,49.1600,31.9540
09/09/2014,400.4435,0.3050,49.1600,31.9540
09/08/2014,400.1385,-0.6958,49.1600,31.9540
09/05/2014,400.8343,6.6682,49.1600,31.9540
09/04/2014,394.1661,-0.6071,49.1600,31.9540
09/03/2014,394.7732,-0.3595,49.1600,32.4456
09/02/2014,395.1327,1.8462,49.1600,32.4456
08/29/2014,393.2865,-3.3397,49.1600,32.4456
08/28/2014,396.6262,1.7062,49.1600,32.4456
08/27/2014,394.9200,1.3029,49.1600,32.4456
08/26/2014,393.6171,1.5758,49.1600,32.4456
08/25/2014,392.0413,0.2640,49.1600,32.4456
08/22/2014,391.7773,3.4110,49.1600,32.4456
08/21/2014,388.3663,0.1815,49.1600,32.4456
08/20/2014,388.1848,1.0362,49.1600,34.4120
08/19/2014,387.1486,-0.6077,49.1600,34.4120
08/18/2014,387.7563,-0.0403,49.1600,34.4120
08/15/2014,387.7966,0.9268,49.1600,34.4120
08/14/2014,386.8698,0.8192,49.1600,34.4120
08/13/2014,386.0506,-0.8654,49.1600,32.9372
08/12/2014,386.9160,-1.5027,49.1600,32.9372
08/11/2014,388.4187,4.6659,49.1600,32.9372
08/08/2014,383.7528,0.3800,49.1600,32.9372
08/07/2014,383.3728,0.6672,49.1600,32.9372
08/06/2014,382.7056,1.0634,49.1600,32.9372
08/05/2014,381.6422,-2.7697,49.1600,32.9372
08/04/2014,384.4119,-2.0366,49.1600,32.9372
08/01/2014,386.4485,1.3295,49.1600,32.9372
07/31/2014,385.1190,3.4577,49.1600,32.9372
07/30/2014,381.6613,-2.7177,49.1600,33.4288
07/29/2014,384.3790,2.5250,49.1600,33.4288
07/28/2014,381.8540,0.1394,49.1600,33.4288
07/25/2014,381.7146,-2.6908,49.1600,33.4288
07/24/2014,384.4054,-2.3611,49.1600,33.4288
07/23/2014,386.7665,0.8494,49.1600,33.4288
