Report Date,CODE,CUTS,FOB PRICE,CHANGE,%CARCASS,LBS
05/17/2018,204,"RACK, 8-RIB MEDIUM",850.1508,3.5492,11.4200,7.9940
05/17/2018,209,BREAST **,187.9827,-4.8369,7.7400,5.4180
05/17/2018,207,"SHOULDERS, SQ-CUT",278.1481,-0.0018,24.1700,16.9190
05/17/2018,210,FORESHANK,409.1203,-4.9522,3.4800,2.4360
05/17/2018,,NECK **,155.7604,7.5664,2.3100,1.6170
05/17/2018,,HINDSADDLE,,,,
05/17/2018,232,"LOINS, TRIMMED 4X4",550.9388,0.3524,10.9100,7.6370
05/17/2018,232E,FLANK UNTRIMMED **,100.8756,-9.4119,2.8100,1.9670
05/17/2018,233A,"LEG, TROTTER OFF",364.0556,-2.5338,31.2900,21.9030
05/16/2018,,FORESADDLE,,,,
05/16/2018,204,"RACK, 8-RIB MEDIUM",846.6016,2.5855,11.4200,8.3366
05/16/2018,209,BREAST **,192.8196,-19.0887,7.7400,5.6502
05/16/2018,207,"SHOULDERS, SQ-CUT",278.1499,0.6319,24.1700,17.6441
05/16/2018,210,FORESHANK,414.0725,1.0925,3.4800,2.5404
05/16/2018,,NECK **,148.1940,2.2754,2.3100,1.6863
05/16/2018,,HINDSADDLE,,,,
05/16/2018,232,"LOINS, TRIMMED 4X4",550.5864,6.0305,10.9100,7.9643
05/16/2018,232E,FLANK UNTRIMMED **,110.2875,5.7556,2.8100,2.0513
05/16/2018,233A,"LEG, TROTTER OFF",366.5894,-4.5346,31.2900,22.8417
05/15/2018,,FORESADDLE,,,,
05/15/2018,204,"RACK, 8-RIB MEDIUM",844.0161,0.7535,11.4200,8.3366
05/15/2018,209,BREAST **,211.9083,-5.1173,7.7400,5.6502
05/15/2018,207,"SHOULDERS, SQ-CUT",277.5180,0.6968,24.1700,17.6441
05/15/2018,210,FORESHANK,412.9800,-4.6844,3.4800,2.5404
05/15/2018,,NECK **,145.9186,2.7059,2.3100,1.6863
05/15/2018,,HINDSADDLE,,,,
05/15/2018,232,"LOINS, TRIMMED 4X4",544.5559,-10.0638,10.9100,7.9643
05/15/2018,232E,FLANK UNTRIMMED **,104.5319,-1.3782,2.8100,2.0513
05/15/2018,233A,"LEG, TROTTER OFF",371.1240,-4.6876,31.2900,22.8417
05/14/2018,,FORESADDLE,,,,
05/14/2018,204,"RACK, 8-RIB MEDIUM",843.2626,14.8591,11.4200,8.3366
05/14/2018,209,BREAST **,217.0256,6.6616,7.7400,5.6502
05/14/2018,207,"SHOULDERS, SQ-CUT",276.8212,-4.8972,24.1700,17.6441
05/14/2018,210,FORESHANK,417.6644,-3.3598,3.4800,2.5404
05/14/2018,,NECK **,143.2127,-2.5011,2.3100,1.6863
05/14/2018,,HINDSADDLE,,,,
05/14/2018,232,"LOINS, TRIMMED 4X4",554.6197,13.9039,10.9100,7.9643
05/14/2018,232E,FLANK UNTRIMMED **,105.9101,1.1550,2.8100,2.0513
05/14/2018,233A,"LEG, TROTTER OFF",375.8116,0.1083,31.2900,22.8417
05/11/2018,,FORESADDLE,,,,
05/11/2018,204,"RACK, 8-RIB MEDIUM",828.4035,0.0618,11.4200,8.3366
05/11/2018,209,BREAST **,210.3640,-6.2583,7.7400,5.6502
05/11/2018,207,"SHOULDERS, SQ-CUT",281.7184,-1.1626,24.1700,17.6441
05/11/2018,210,FORESHANK,421.0242,-1.7781,3.4800,2.5404
05/11/2018,,NECK **,145.7138,-5.3364,2.3100,1.6863
05/11/2018,,HINDSADDLE,,,,
05/11/2018,232,"LOINS, TRIMMED 4X4",540.7158,1.3498,10.9100,7.9643
05/11/2018,232E,FLANK UNTRIMMED **,104.7551,-0.0434,2.8100,2.0513
05/11/2018,233A,"LEG, TROTTER OFF",375.7033,-4.1094,31.2900,22.8417
05/10/2018,,FORESADDLE,,,,
05/10/2018,204,"RACK, 8-RIB MEDIUM",828.3417,-3.4508,11.4200,8.3366
05/10/2018,209,BREAST **,216.6223,-3.4311,7.7400,5.6502
05/10/2018,207,"SHOULDERS, SQ-CUT",282.8810,0.3134,24.1700,17.6441
05/10/2018,210,FORESHANK,422.8023,3.2963,3.4800,2.5404
05/10/2018,,NECK **,151.0502,-6.3967,2.3100,1.6863
05/10/2018,,HINDSADDLE,,,,
05/10/2018,232,"LOINS, TRIMMED 4X4",539.3660,-0.7359,10.9100,7.9643
05/10/2018,232E,FLANK UNTRIMMED **,104.7985,-3.0998,2.8100,2.0513
05/10/2018,233A,"LEG, TROTTER OFF",379.8127,-1.4745,31.2900,22.8417
05/09/2018,,FORESADDLE,,,,
05/09/2018,204,"RACK, 8-RIB MEDIUM",831.7925,-2.6983,11.4200,8.3366
05/09/2018,209,BREAST **,220.0534,22.7730,7.7400,5.6502
05/09/2018,207,"SHOULDERS, SQ-CUT",282.5676,-1.4282,24.1700,17.6441
05/09/2018,210,FORESHANK,419.5060,1.3090,3.4800,2.5404
05/09/2018,,NECK **,157.4469,-4.7507,2.3100,1.6863
05/09/2018,,HINDSADDLE,,,,
05/09/2018,232,"LOINS, TRIMMED 4X4",540.1019,3.3855,10.9100,7.9643
05/09/2018,232E,FLANK UNTRIMMED **,107.8983,7.5748,2.8100,2.0513
05/09/2018,233A,"LEG, TROTTER OFF",381.2872,10.8347,31.2900,22.8417
05/08/2018,,FORESADDLE,,,,
05/08/2018,204,"RACK, 8-RIB MEDIUM",834.4908,1.4865,11.4200,8.3366
05/08/2018,209,BREAST **,197.2804,-2.5566,7.7400,5.6502
05/08/2018,207,"SHOULDERS, SQ-CUT",283.9958,2.8888,24.1700,17.6441
05/08/2018,210,FORESHANK,418.1970,4.7919,3.4800,2.5404
05/08/2018,,NECK **,162.1976,12.2481,2.3100,1.6863
05/08/2018,,HINDSADDLE,,,,
05/08/2018,232,"LOINS, TRIMMED 4X4",536.7164,1.9666,10.9100,7.9643
05/08/2018,232E,FLANK UNTRIMMED **,100.3235,1.4850,2.8100,2.0513
05/08/2018,233A,"LEG, TROTTER OFF",370.4525,-2.9697,31.2900,22.8417
05/07/2018,,FORESADDLE,,,,
05/07/2018,204,"RACK, 8-RIB MEDIUM",833.0043,-18.0954,11.4200,8.3366
05/07/2018,209,BREAST **,199.8370,-1.5240,7.7400,5.6502
05/07/2018,207,"SHOULDERS, SQ-CUT",281.1070,2.0674,24.1700,17.6441
05/07/2018,210,FORESHANK,413.4051,0.9022,3.4800,2.5404
05/07/2018,,NECK **,149.9495,1.1048,2.3100,1.6863
05/07/2018,,HINDSADDLE,,,,
05/07/2018,232,"LOINS, TRIMMED 4X4",534.7498,-5.0730,10.9100,7.9643
05/07/2018,232E,FLANK UNTRIMMED **,98.8385,1.4014,2.8100,2.0513
05/07/2018,233A,"LEG, TROTTER OFF",373.4222,4.6530,31.2900,22.8417
05/04/2018,,FORESADDLE,,,,
05/04/2018,204,"RACK, 8-RIB MEDIUM",851.0997,6.2162,11.4200,8.3366
05/04/2018,209,BREAST **,201.3610,1.4020,7.7400,5.6502
05/04/2018,207,"SHOULDERS, SQ-CUT",279.0396,0.6703,24.1700,17.6441
05/04/2018,210,FORESHANK,412.5029,3.3370,3.4800,2.5404
05/04/2018,,NECK **,148.8447,1.8091,2.3100,1.6863
05/04/2018,,HINDSADDLE,,,,
05/04/2018,232,"LOINS, TRIMMED 4X4",539.8228,-3.0875,10.9100,7.9643
05/04/2018,232E,FLANK UNTRIMMED **,97.4371,0.8946,2.8100,2.0513
05/04/2018,233A,"LEG, TROTTER OFF",368.7692,0.9532,31.2900,22.8417
05/03/2018,,FORESADDLE,,,,
05/03/2018,204,"RACK, 8-RIB MEDIUM",844.8835,16.5062,11.4200,8.3366
05/03/2018,209,BREAST **,199.9590,-16.9027,7.7400,5.6502
05/03/2018,207,"SHOULDERS, SQ-CUT",278.3693,1.8763,24.1700,17.6441
05/03/2018,210,FORESHANK,409.1659,-1.0572,3.4800,2.5404
05/03/2018,,NECK **,147.0356,0.4026,2.3100,1.6863
05/03/2018,,HINDSADDLE,,,,
05/03/2018,232,"LOINS, TRIMMED 4X4",542.9103,8.3033,10.9100,7.9643
05/03/2018,232E,FLANK UNTRIMMED **,96.5425,-14.7783,2.8100,2.0513
05/03/2018,233A,"LEG, TROTTER OFF",367.8160,-9.2938,31.2900,22.8417
05/02/2018,,FORESADDLE,,,,
05/02/2018,204,"RACK, 8-RIB MEDIUM",828.3773,-1.7955,11.4200,8.3366
05/02/2018,209,BREAST **,216.8617,3.0766,7.7400,5.6502
05/02/2018,207,"SHOULDERS, SQ-CUT",276.4930,-0.3649,24.1700,17.6441
05/02/2018,210,FORESHANK,410.2231,-5.2669,3.4800,2.5404
05/02/2018,,NECK **,146.6330,-22.4000,2.3100,1.6863
05/02/2018,,HINDSADDLE,,,,
05/02/2018,232,"LOINS, TRIMMED 4X4",534.6070,3.2757,10.9100,7.9643
05/02/2018,232E,FLANK UNTRIMMED **,111.3208,-11.3030,2.8100,2.0513
05/02/2018,233A,"LEG, TROTTER OFF",377.1098,0.5000,31.2900,22.8417
05/01/2018,,FORESADDLE,,,,
05/01/2018,204,"RACK, 8-RIB MEDIUM",830.1728,-1.5620,11.4200,8.3366
05/01/2018,209,BREAST **,213.7851,-0.0307,7.7400,5.6502
05/01/2018,207,"SHOULDERS, SQ-CUT",276.8579,-1.3060,24.1700,17.6441
05/01/2018,210,FORESHANK,415.4900,-0.0659,3.4800,2.5404
05/01/2018,,NECK **,169.0330,2.3243,2.3100,1.6863
05/01/2018,,HINDSADDLE,,,,
05/01/2018,232,"LOINS, TRIMMED 4X4",531.3313,4.3762,10.9100,7.9643
05/01/2018,232E,FLANK UNTRIMMED **,122.6238,15.9500,2.8100,2.0513
05/01/2018,233A,"LEG, TROTTER OFF",376.6098,2.5522,31.2900,22.8417
04/30/2018,,FORESADDLE,,,,
04/30/2018,204,"RACK, 8-RIB MEDIUM",831.7348,0.5728,11.4200,8.3366
04/30/2018,209,BREAST **,213.8158,-5.4093,7.7400,5.6502
04/30/2018,207,"SHOULDERS, SQ-CUT",278.1639,-0.4604,24.1700,17.6441
04/30/2018,210,FORESHANK,415.5559,-1.0184,3.4800,2.5404
04/30/2018,,NECK **,166.7087,-0.4897,2.3100,1.6863
04/30/2018,,HINDSADDLE,,,,
04/30/2018,232,"LOINS, TRIMMED 4X4",526.9551,0.7739,10.9100,7.9643
04/30/2018,232E,FLANK UNTRIMMED **,106.6738,-1.4257,2.8100,2.0513
04/30/2018,233A,"LEG, TROTTER OFF",374.0576,-12.1945,31.2900,22.8417
04/27/2018,,FORESADDLE,,,,
04/27/2018,204,"RACK, 8-RIB MEDIUM",831.1620,-3.9387,11.4200,8.3366
04/27/2018,209,BREAST **,219.2251,-1.0931,7.7400,5.6502
04/27/2018,207,"SHOULDERS, SQ-CUT",278.6243,4.0435,24.1700,17.6441
04/27/2018,210,FORESHANK,416.5743,-5.9703,3.4800,2.5404
04/27/2018,,NECK **,167.1984,2.6358,2.3100,1.6863
04/27/2018,,HINDSADDLE,,,,
04/27/2018,232,"LOINS, TRIMMED 4X4",526.1812,1.6142,10.9100,7.9643
04/27/2018,232E,FLANK UNTRIMMED **,108.0995,0.2082,2.8100,2.0513
04/27/2018,233A,"LEG, TROTTER OFF",386.2521,14.2959,31.2900,22.8417
04/26/2018,,FORESADDLE,,,,
04/26/2018,204,"RACK, 8-RIB MEDIUM",835.1007,-9.4019,11.4200,8.3366
04/26/2018,209,BREAST **,220.3182,0.3459,7.7400,5.6502
04/26/2018,207,"SHOULDERS, SQ-CUT",274.5808,-0.2814,24.1700,17.6441
04/26/2018,210,FORESHANK,422.5446,9.1416,3.4800,2.5404
04/26/2018,,NECK **,164.5626,17.2199,2.3100,1.6863
04/26/2018,,HINDSADDLE,,,,
04/26/2018,232,"LOINS, TRIMMED 4X4",524.5670,-1.9823,10.9100,7.9643
04/26/2018,232E,FLANK UNTRIMMED **,107.8913,10.6559,2.8100,2.0513
04/26/2018,233A,"LEG, TROTTER OFF",371.9562,4.0034,31.2900,22.8417
04/25/2018,,FORESADDLE,,,,
04/25/2018,204,"RACK, 8-RIB MEDIUM",844.5026,0.9661,11.4200,7.5372
04/25/2018,209,BREAST **,219.9723,-3.2617,7.7400,5.1084
04/25/2018,207,"SHOULDERS, SQ-CUT",274.8622,1.3255,24.1700,15.9522
04/25/2018,210,FORESHANK,413.4030,0.3909,3.4800,2.2968
04/25/2018,,NECK **,147.3427,-2.6314,2.3100,1.5246
04/25/2018,,HINDSADDLE,,,,
04/25/2018,232,"LOINS, TRIMMED 4X4",526.5493,-6.7714,10.9100,7.2006
04/25/2018,232E,FLANK UNTRIMMED **,97.2354,2.7469,2.8100,1.8546
04/25/2018,233A,"LEG, TROTTER OFF",367.9528,-0.0183,31.2900,20.6514
04/24/2018,,FORESADDLE,,,,
04/24/2018,204,"RACK, 8-RIB MEDIUM",843.5365,-1.3708,11.4200,7.5372
04/24/2018,209,BREAST **,223.2340,6.7346,7.7400,5.1084
04/24/2018,207,"SHOULDERS, SQ-CUT",273.5367,-0.5757,24.1700,15.9522
04/24/2018,210,FORESHANK,413.0121,1.0612,3.4800,2.2968
04/24/2018,,NECK **,149.9741,-10.2821,2.3100,1.5246
04/24/2018,,HINDSADDLE,,,,
04/24/2018,232,"LOINS, TRIMMED 4X4",533.3207,7.4481,10.9100,7.2006
04/24/2018,232E,FLANK UNTRIMMED **,94.4885,-2.6723,2.8100,1.8546
04/24/2018,233A,"LEG, TROTTER OFF",367.9711,7.6839,31.2900,20.6514
04/23/2018,,FORESADDLE,,,,
04/23/2018,204,"RACK, 8-RIB MEDIUM",844.9073,1.8303,11.4200,7.5372
04/23/2018,209,BREAST **,216.4994,4.7423,7.7400,5.1084
04/23/2018,207,"SHOULDERS, SQ-CUT",274.1124,8.3220,24.1700,15.9522
04/23/2018,210,FORESHANK,411.9509,-1.0670,3.4800,2.2968
04/23/2018,,NECK **,160.2562,0.6353,2.3100,1.5246
04/23/2018,,HINDSADDLE,,,,
04/23/2018,232,"LOINS, TRIMMED 4X4",525.8726,-1.1595,10.9100,7.2006
04/23/2018,232E,FLANK UNTRIMMED **,97.1608,-1.5971,2.8100,1.8546
04/23/2018,233A,"LEG, TROTTER OFF",360.2872,1.2603,31.2900,20.6514
04/20/2018,,FORESADDLE,,,,
04/20/2018,204,"RACK, 8-RIB MEDIUM",843.0770,-1.3390,11.4200,7.5372
04/20/2018,209,BREAST **,211.7571,3.7994,7.7400,5.1084
04/20/2018,207,"SHOULDERS, SQ-CUT",265.7904,-0.1364,24.1700,15.9522
04/20/2018,210,FORESHANK,413.0179,-4.0661,3.4800,2.2968
04/20/2018,,NECK **,159.6209,-1.7551,2.3100,1.5246
04/20/2018,,HINDSADDLE,,,,
04/20/2018,232,"LOINS, TRIMMED 4X4",527.0321,0.1061,10.9100,7.2006
04/20/2018,232E,FLANK UNTRIMMED **,98.7579,1.2373,2.8100,1.8546
04/20/2018,233A,"LEG, TROTTER OFF",359.0269,-4.6712,31.2900,20.6514
04/19/2018,,FORESADDLE,,,,
04/19/2018,204,"RACK, 8-RIB MEDIUM",844.4160,-4.7240,11.4200,7.5372
04/19/2018,209,BREAST **,207.9577,1.4973,7.7400,5.1084
04/19/2018,207,"SHOULDERS, SQ-CUT",265.9268,0.2980,24.1700,15.9522
04/19/2018,210,FORESHANK,417.0840,-2.0944,3.4800,2.2968
04/19/2018,,NECK **,161.3760,-3.3089,2.3100,1.5246
04/19/2018,,HINDSADDLE,,,,
04/19/2018,232,"LOINS, TRIMMED 4X4",526.9260,-5.0079,10.9100,7.2006
04/19/2018,232E,FLANK UNTRIMMED **,97.5206,-16.7959,2.8100,1.8546
04/19/2018,233A,"LEG, TROTTER OFF",363.6981,-1.0852,31.2900,20.6514
04/18/2018,,FORESADDLE,,,,
04/18/2018,204,"RACK, 8-RIB MEDIUM",849.1400,2.5081,11.4200,7.6514
04/18/2018,209,BREAST **,206.4604,4.8721,7.7400,5.1858
04/18/2018,207,"SHOULDERS, SQ-CUT",265.6288,-0.4193,24.1700,16.1939
04/18/2018,210,FORESHANK,419.1784,0.0437,3.4800,2.3316
04/18/2018,,NECK **,164.6849,0.9027,2.3100,1.5477
04/18/2018,,HINDSADDLE,,,,
04/18/2018,232,"LOINS, TRIMMED 4X4",531.9339,5.6869,10.9100,7.3097
04/18/2018,232E,FLANK UNTRIMMED **,114.3165,-4.9898,2.8100,1.8827
04/18/2018,233A,"LEG, TROTTER OFF",364.7833,1.0991,31.2900,20.9643
04/17/2018,,FORESADDLE,,,,
04/17/2018,204,"RACK, 8-RIB MEDIUM",846.6319,11.2374,11.4200,7.6514
04/17/2018,209,BREAST **,201.5883,0.5692,7.7400,5.1858
04/17/2018,207,"SHOULDERS, SQ-CUT",266.0481,0.5810,24.1700,16.1939
04/17/2018,210,FORESHANK,419.1347,-1.0548,3.4800,2.3316
04/17/2018,,NECK **,163.7822,0.5762,2.3100,1.5477
04/17/2018,,HINDSADDLE,,,,
04/17/2018,232,"LOINS, TRIMMED 4X4",526.2470,0.3733,10.9100,7.3097
04/17/2018,232E,FLANK UNTRIMMED **,119.3063,-0.2059,2.8100,1.8827
04/17/2018,233A,"LEG, TROTTER OFF",363.6842,-12.2768,31.2900,20.9643
04/16/2018,,FORESADDLE,,,,
04/16/2018,204,"RACK, 8-RIB MEDIUM",835.3945,0.1563,11.4200,7.6514
04/16/2018,209,BREAST **,201.0191,1.5636,7.7400,5.1858
04/16/2018,207,"SHOULDERS, SQ-CUT",265.4671,-6.5591,24.1700,16.1939
04/16/2018,210,FORESHANK,420.1895,2.9403,3.4800,2.3316
04/16/2018,,NECK **,163.2060,0.3179,2.3100,1.5477
04/16/2018,,HINDSADDLE,,,,
04/16/2018,232,"LOINS, TRIMMED 4X4",525.8737,1.0877,10.9100,7.3097
04/16/2018,232E,FLANK UNTRIMMED **,119.5122,5.8366,2.8100,1.8827
04/16/2018,233A,"LEG, TROTTER OFF",375.9610,6.7676,31.2900,20.9643
04/13/2018,,FORESADDLE,,,,
04/13/2018,204,"RACK, 8-RIB MEDIUM",835.2382,0.4840,11.4200,7.6514
04/13/2018,209,BREAST **,199.4555,-1.5392,7.7400,5.1858
04/13/2018,207,"SHOULDERS, SQ-CUT",272.0262,-1.0335,24.1700,16.1939
04/13/2018,210,FORESHANK,417.2492,2.6119,3.4800,2.3316
04/13/2018,,NECK **,162.8881,6.1451,2.3100,1.5477
04/13/2018,,HINDSADDLE,,,,
04/13/2018,232,"LOINS, TRIMMED 4X4",524.7860,-0.7615,10.9100,7.3097
04/13/2018,232E,FLANK UNTRIMMED **,113.6756,-5.9700,2.8100,1.8827
04/13/2018,233A,"LEG, TROTTER OFF",369.1934,-2.8416,31.2900,20.9643
04/12/2018,,FORESADDLE,,,,
04/12/2018,204,"RACK, 8-RIB MEDIUM",834.7542,5.3855,11.4200,8.1082
04/12/2018,209,BREAST **,200.9947,0.2565,7.7400,5.4954
04/12/2018,207,"SHOULDERS, SQ-CUT",273.0597,-2.5114,24.1700,17.1607
04/12/2018,210,FORESHANK,414.6373,0.3431,3.4800,2.4708
04/12/2018,,NECK **,156.7430,-6.0241,2.3100,1.6401
04/12/2018,,HINDSADDLE,,,,
04/12/2018,232,"LOINS, TRIMMED 4X4",525.5475,9.2790,10.9100,7.7461
04/12/2018,232E,FLANK UNTRIMMED **,119.6456,5.4622,2.8100,1.9951
04/12/2018,233A,"LEG, TROTTER OFF",372.0350,-2.6856,31.2900,22.2159
04/11/2018,,FORESADDLE,,,,
04/11/2018,204,"RACK, 8-RIB MEDIUM",829.3687,-7.0014,11.4200,8.1082
04/11/2018,209,BREAST **,200.7382,-4.5918,7.7400,5.4954
04/11/2018,207,"SHOULDERS, SQ-CUT",275.5711,-1.3386,24.1700,17.1607
04/11/2018,210,FORESHANK,414.2942,0.4428,3.4800,2.4708
04/11/2018,,NECK **,162.7671,-7.5559,2.3100,1.6401
04/11/2018,,HINDSADDLE,,,,
04/11/2018,232,"LOINS, TRIMMED 4X4",516.2685,-4.6601,10.9100,7.7461
04/11/2018,232E,FLANK UNTRIMMED **,114.1834,15.0054,2.8100,1.9951
04/11/2018,233A,"LEG, TROTTER OFF",374.7206,-0.3500,31.2900,22.2159
04/10/2018,,FORESADDLE,,,,
04/10/2018,204,"RACK, 8-RIB MEDIUM",836.3701,-8.2828,11.4200,8.1082
04/10/2018,209,BREAST **,205.3300,0.8109,7.7400,5.4954
04/10/2018,207,"SHOULDERS, SQ-CUT",276.9097,0.7558,24.1700,17.1607
04/10/2018,210,FORESHANK,413.8514,-1.6303,3.4800,2.4708
04/10/2018,,NECK **,170.3230,-0.0062,2.3100,1.6401
04/10/2018,,HINDSADDLE,,,,
04/10/2018,232,"LOINS, TRIMMED 4X4",520.9286,-8.4400,10.9100,7.7461
04/10/2018,232E,FLANK UNTRIMMED **,99.1780,1.3595,2.8100,1.9951
04/10/2018,233A,"LEG, TROTTER OFF",375.0706,4.9874,31.2900,22.2159
04/09/2018,,FORESADDLE,,,,
04/09/2018,204,"RACK, 8-RIB MEDIUM",844.6529,-0.5885,11.4200,8.1082
04/09/2018,209,BREAST **,204.5191,-3.5993,7.7400,5.4954
04/09/2018,207,"SHOULDERS, SQ-CUT",276.1539,-4.3121,24.1700,17.1607
04/09/2018,210,FORESHANK,415.4817,0.5344,3.4800,2.4708
04/09/2018,,NECK **,170.3292,-0.8002,2.3100,1.6401
04/09/2018,,HINDSADDLE,,,,
04/09/2018,232,"LOINS, TRIMMED 4X4",529.3686,-10.1965,10.9100,7.7461
04/09/2018,232E,FLANK UNTRIMMED **,97.8185,-1.1975,2.8100,1.9951
04/09/2018,233A,"LEG, TROTTER OFF",370.0832,1.8278,31.2900,22.2159
04/06/2018,,FORESADDLE,,,,
04/06/2018,204,"RACK, 8-RIB MEDIUM",845.2414,9.1518,11.4200,8.1082
04/06/2018,209,BREAST **,208.1184,20.9216,7.7400,5.4954
04/06/2018,207,"SHOULDERS, SQ-CUT",280.4660,2.2269,24.1700,17.1607
04/06/2018,210,FORESHANK,414.9473,-8.7093,3.4800,2.4708
04/06/2018,,NECK **,171.1294,14.6098,2.3100,1.6401
04/06/2018,,HINDSADDLE,,,,
04/06/2018,232,"LOINS, TRIMMED 4X4",539.5651,1.9927,10.9100,7.7461
04/06/2018,232E,FLANK UNTRIMMED **,99.0160,2.7386,2.8100,1.9951
04/06/2018,233A,"LEG, TROTTER OFF",368.2554,-0.4248,31.2900,22.2159
04/05/2018,,FORESADDLE,,,,
04/05/2018,204,"RACK, 8-RIB MEDIUM",836.0896,-12.1218,11.4200,8.1082
04/05/2018,209,BREAST **,187.1968,3.9739,7.7400,5.4954
04/05/2018,207,"SHOULDERS, SQ-CUT",278.2391,1.9149,24.1700,17.1607
04/05/2018,210,FORESHANK,423.6566,1.1418,3.4800,2.4708
04/05/2018,,NECK **,156.5196,-5.5862,2.3100,1.6401
04/05/2018,,HINDSADDLE,,,,
04/05/2018,232,"LOINS, TRIMMED 4X4",537.5724,27.9772,10.9100,7.7461
04/05/2018,232E,FLANK UNTRIMMED **,96.2774,-0.5708,2.8100,1.9951
04/05/2018,233A,"LEG, TROTTER OFF",368.6802,1.5211,31.2900,22.2159
04/04/2018,,FORESADDLE,,,,
04/04/2018,204,"RACK, 8-RIB MEDIUM",848.2114,-1.7248,11.4200,8.3366
04/04/2018,209,BREAST **,183.2229,10.4101,7.7400,5.6502
04/04/2018,207,"SHOULDERS, SQ-CUT",276.3242,4.5815,24.1700,17.6441
04/04/2018,210,FORESHANK,422.5148,9.5986,3.4800,2.5404
04/04/2018,,NECK **,162.1058,7.8764,2.3100,1.6863
04/04/2018,,HINDSADDLE,,,,
04/04/2018,232,"LOINS, TRIMMED 4X4",509.5952,-11.6417,10.9100,7.9643
04/04/2018,232E,FLANK UNTRIMMED **,96.8482,-6.6021,2.8100,2.0513
04/04/2018,233A,"LEG, TROTTER OFF",367.1591,1.0826,31.2900,22.8417
04/03/2018,,FORESADDLE,,,,
04/03/2018,204,"RACK, 8-RIB MEDIUM",849.9362,-2.0867,11.4200,8.3366
04/03/2018,209,BREAST **,172.8128,-2.2274,7.7400,5.6502
04/03/2018,207,"SHOULDERS, SQ-CUT",271.7427,0.5116,24.1700,17.6441
04/03/2018,210,FORESHANK,412.9162,-0.2869,3.4800,2.5404
04/03/2018,,NECK **,154.2294,0.9200,2.3100,1.6863
04/03/2018,,HINDSADDLE,,,,
04/03/2018,232,"LOINS, TRIMMED 4X4",521.2369,-1.2808,10.9100,7.9643
04/03/2018,232E,FLANK UNTRIMMED **,103.4503,-0.4505,2.8100,2.0513
04/03/2018,233A,"LEG, TROTTER OFF",366.0765,7.2482,31.2900,22.8417
04/02/2018,,FORESADDLE,,,,
04/02/2018,204,"RACK, 8-RIB MEDIUM",852.0229,-3.2622,11.4200,8.3366
04/02/2018,209,BREAST **,175.0402,-11.8516,7.7400,5.6502
04/02/2018,207,"SHOULDERS, SQ-CUT",271.2311,-1.0995,24.1700,17.6441
04/02/2018,210,FORESHANK,413.2031,-4.4946,3.4800,2.5404
04/02/2018,,NECK **,153.3094,-6.7702,2.3100,1.6863
04/02/2018,,HINDSADDLE,,,,
04/02/2018,232,"LOINS, TRIMMED 4X4",522.5177,2.2555,10.9100,7.9643
04/02/2018,232E,FLANK UNTRIMMED **,103.9008,8.3357,2.8100,2.0513
04/02/2018,233A,"LEG, TROTTER OFF",358.8283,-5.2514,31.2900,22.8417
03/30/2018,,FORESADDLE,,,,
03/30/2018,204,"RACK, 8-RIB MEDIUM",855.2851,-1.8478,11.4200,8.3366
03/30/2018,209,BREAST **,186.8918,-13.2265,7.7400,5.6502
03/30/2018,207,"SHOULDERS, SQ-CUT",272.3306,-2.4609,24.1700,17.6441
03/30/2018,210,FORESHANK,417.6977,10.8442,3.4800,2.5404
03/30/2018,,NECK **,160.0796,-4.1407,2.3100,1.6863
03/30/2018,,HINDSADDLE,,,,
03/30/2018,232,"LOINS, TRIMMED 4X4",520.2622,-9.7133,10.9100,7.9643
03/30/2018,232E,FLANK UNTRIMMED **,95.5651,-2.0741,2.8100,2.0513
03/30/2018,233A,"LEG, TROTTER OFF",364.0797,-0.4851,31.2900,22.8417
03/29/2018,,FORESADDLE,,,,
03/29/2018,204,"RACK, 8-RIB MEDIUM",857.1329,2.0241,11.4200,8.3366
03/29/2018,209,BREAST **,200.1183,-4.8511,7.7400,5.6502
03/29/2018,207,"SHOULDERS, SQ-CUT",274.7915,-0.2650,24.1700,17.6441
03/29/2018,210,FORESHANK,406.8535,-5.8003,3.4800,2.5404
03/29/2018,,NECK **,164.2203,2.0284,2.3100,1.6863
03/29/2018,,HINDSADDLE,,,,
03/29/2018,232,"LOINS, TRIMMED 4X4",529.9755,-25.9447,10.9100,7.9643
03/29/2018,232E,FLANK UNTRIMMED **,97.6392,-0.4550,2.8100,2.0513
03/29/2018,233A,"LEG, TROTTER OFF",364.5648,-9.9593,31.2900,22.8417
03/28/2018,,FORESADDLE,,,,
03/28/2018,204,"RACK, 8-RIB MEDIUM",855.1088,4.3581,11.4200,8.4508
03/28/2018,209,BREAST **,204.9694,-10.7309,7.7400,5.7276
03/28/2018,207,"SHOULDERS, SQ-CUT",275.0565,0.0424,24.1700,17.8858
03/28/2018,210,FORESHANK,412.6538,-7.8948,3.4800,2.5752
03/28/2018,,NECK **,162.1919,-3.5894,2.3100,1.7094
03/28/2018,,HINDSADDLE,,,,
03/28/2018,232,"LOINS, TRIMMED 4X4",555.9202,1.6616,10.9100,8.0734
03/28/2018,232E,FLANK UNTRIMMED **,98.0942,-0.4473,2.8100,2.0794
03/28/2018,233A,"LEG, TROTTER OFF",374.5241,4.4527,31.2900,23.1546
03/27/2018,,FORESADDLE,,,,
03/27/2018,204,"RACK, 8-RIB MEDIUM",850.7507,-1.4292,11.4200,8.4508
