Report Date,CODE,CUTS,FOB PRICE,CHANGE,%CARCASS,LBS
05/16/2017,232E,FLANK UNTRIMMED **,71.8206,0.2519,2.8100,1.9951
05/16/2017,233A,"LEG, TROTTER OFF",393.7375,3.4209,31.2900,22.2159
05/15/2017,,FORESADDLE,,,,
05/15/2017,204,"RACK, 8-RIB MEDIUM",853.6172,-0.4975,11.4200,8.1082
05/15/2017,209,BREAST **,200.9522,14.0780,7.7400,5.4954
05/15/2017,207,"SHOULDERS, SQ-CUT",332.7985,2.7199,24.1700,17.1607
05/15/2017,210,FORESHANK,416.6498,8.9173,3.4800,2.4708
05/15/2017,,NECK **,162.6942,-23.8141,2.3100,1.6401
05/15/2017,,HINDSADDLE,,,,
05/15/2017,232,"LOINS, TRIMMED 4X4",583.9479,2.4849,10.9100,7.7461
05/15/2017,232E,FLANK UNTRIMMED **,71.5687,2.0487,2.8100,1.9951
05/15/2017,233A,"LEG, TROTTER OFF",390.3166,2.1976,31.2900,22.2159
05/12/2017,,FORESADDLE,,,,
05/12/2017,204,"RACK, 8-RIB MEDIUM",854.1147,41.0766,11.4200,8.1082
05/12/2017,209,BREAST **,186.8742,-0.7640,7.7400,5.4954
05/12/2017,207,"SHOULDERS, SQ-CUT",330.0786,6.4040,24.1700,17.1607
05/12/2017,210,FORESHANK,407.7325,-0.8106,3.4800,2.4708
05/12/2017,,NECK **,186.5083,4.8042,2.3100,1.6401
05/12/2017,,HINDSADDLE,,,,
05/12/2017,232,"LOINS, TRIMMED 4X4",581.4630,5.1955,10.9100,7.7461
05/12/2017,232E,FLANK UNTRIMMED **,69.5200,1.3132,2.8100,1.9951
05/12/2017,233A,"LEG, TROTTER OFF",388.1190,3.2300,31.2900,22.2159
05/11/2017,,FORESADDLE,,,,
05/11/2017,204,"RACK, 8-RIB MEDIUM",813.0381,4.4217,11.4200,8.1082
05/11/2017,209,BREAST **,187.6382,5.9008,7.7400,5.4954
05/11/2017,207,"SHOULDERS, SQ-CUT",323.6746,3.5130,24.1700,17.1607
05/11/2017,210,FORESHANK,408.5431,-3.4705,3.4800,2.4708
05/11/2017,,NECK **,181.7041,-1.8829,2.3100,1.6401
05/11/2017,,HINDSADDLE,,,,
05/11/2017,232,"LOINS, TRIMMED 4X4",576.2675,6.7621,10.9100,7.7461
05/11/2017,232E,FLANK UNTRIMMED **,68.2068,-1.3193,2.8100,1.9951
05/11/2017,233A,"LEG, TROTTER OFF",384.8890,3.6856,31.2900,22.2159
05/10/2017,,FORESADDLE,,,,
05/10/2017,204,"RACK, 8-RIB MEDIUM",808.6164,2.5040,11.4200,7.8798
05/10/2017,209,BREAST **,181.7374,2.1808,7.7400,5.3406
05/10/2017,207,"SHOULDERS, SQ-CUT",320.1616,3.3241,24.1700,16.6773
05/10/2017,210,FORESHANK,412.0136,1.8311,3.4800,2.4012
05/10/2017,,NECK **,183.5870,-20.2164,2.3100,1.5939
05/10/2017,,HINDSADDLE,,,,
05/10/2017,232,"LOINS, TRIMMED 4X4",569.5054,2.0919,10.9100,7.5279
05/10/2017,232E,FLANK UNTRIMMED **,69.5261,-56.5035,2.8100,1.9389
05/10/2017,233A,"LEG, TROTTER OFF",381.2034,0.0376,31.2900,21.5901
05/09/2017,,FORESADDLE,,,,
05/09/2017,204,"RACK, 8-RIB MEDIUM",806.1124,-10.2926,11.4200,7.8798
05/09/2017,209,BREAST **,179.5566,0.3416,7.7400,5.3406
05/09/2017,207,"SHOULDERS, SQ-CUT",316.8375,1.3949,24.1700,16.6773
05/09/2017,210,FORESHANK,410.1825,2.4309,3.4800,2.4012
05/09/2017,,NECK **,203.8034,-0.4793,2.3100,1.5939
05/09/2017,,HINDSADDLE,,,,
05/09/2017,232,"LOINS, TRIMMED 4X4",567.4135,3.3912,10.9100,7.5279
05/09/2017,232E,FLANK UNTRIMMED **,126.0296,2.2948,2.8100,1.9389
05/09/2017,233A,"LEG, TROTTER OFF",381.1658,2.4766,31.2900,21.5901
05/08/2017,,FORESADDLE,,,,
05/08/2017,204,"RACK, 8-RIB MEDIUM",816.4050,2.7909,11.4200,7.8798
05/08/2017,209,BREAST **,179.2150,4.9328,7.7400,5.3406
05/08/2017,207,"SHOULDERS, SQ-CUT",315.4426,5.3981,24.1700,16.6773
05/08/2017,210,FORESHANK,407.7516,-0.0256,3.4800,2.4012
05/08/2017,,NECK **,204.2827,-0.9152,2.3100,1.5939
05/08/2017,,HINDSADDLE,,,,
05/08/2017,232,"LOINS, TRIMMED 4X4",564.0223,2.5357,10.9100,7.5279
05/08/2017,232E,FLANK UNTRIMMED **,123.7348,-4.6459,2.8100,1.9389
05/08/2017,233A,"LEG, TROTTER OFF",378.6892,3.2720,31.2900,21.5901
05/05/2017,,FORESADDLE,,,,
05/05/2017,204,"RACK, 8-RIB MEDIUM",813.6141,-0.5528,11.4200,7.8798
05/05/2017,209,BREAST **,174.2822,-0.1269,7.7400,5.3406
05/05/2017,207,"SHOULDERS, SQ-CUT",310.0445,1.2006,24.1700,16.6773
05/05/2017,210,FORESHANK,407.7772,6.1127,3.4800,2.4012
05/05/2017,,NECK **,205.1979,-3.5571,2.3100,1.5939
05/05/2017,,HINDSADDLE,,,,
05/05/2017,232,"LOINS, TRIMMED 4X4",561.4866,-1.5525,10.9100,7.5279
05/05/2017,232E,FLANK UNTRIMMED **,128.3807,3.8352,2.8100,1.9389
05/05/2017,233A,"LEG, TROTTER OFF",375.4172,1.8357,31.2900,21.5901
05/04/2017,,FORESADDLE,,,,
05/04/2017,204,"RACK, 8-RIB MEDIUM",814.1669,10.5912,11.4200,7.8798
05/04/2017,209,BREAST **,174.4091,-2.2851,7.7400,5.3406
05/04/2017,207,"SHOULDERS, SQ-CUT",308.8439,1.5328,24.1700,16.6773
05/04/2017,210,FORESHANK,401.6645,9.8754,3.4800,2.4012
05/04/2017,,NECK **,208.7550,2.7911,2.3100,1.5939
05/04/2017,,HINDSADDLE,,,,
05/04/2017,232,"LOINS, TRIMMED 4X4",563.0391,2.4973,10.9100,7.5279
05/04/2017,232E,FLANK UNTRIMMED **,124.5455,62.9392,2.8100,1.9389
05/04/2017,233A,"LEG, TROTTER OFF",373.5815,3.3810,31.2900,21.5901
05/03/2017,,FORESADDLE,,,,
05/03/2017,204,"RACK, 8-RIB MEDIUM",803.5757,0.7353,11.4200,6.8520
05/03/2017,209,BREAST **,176.6942,0.5468,7.7400,4.6440
05/03/2017,207,"SHOULDERS, SQ-CUT",307.3111,1.7659,24.1700,14.5020
05/03/2017,210,FORESHANK,391.7891,1.1025,3.4800,2.0880
05/03/2017,,NECK **,205.9639,31.2534,2.3100,1.3860
05/03/2017,,HINDSADDLE,,,,
05/03/2017,232,"LOINS, TRIMMED 4X4",560.5418,4.5638,10.9100,6.5460
05/03/2017,232E,FLANK UNTRIMMED **,61.6063,0.5009,2.8100,1.6860
05/03/2017,233A,"LEG, TROTTER OFF",370.2005,2.8949,31.2900,18.7740
05/02/2017,,FORESADDLE,,,,
05/02/2017,204,"RACK, 8-RIB MEDIUM",802.8404,23.0354,11.4200,6.8520
05/02/2017,209,BREAST **,176.1474,-2.5122,7.7400,4.6440
05/02/2017,207,"SHOULDERS, SQ-CUT",305.5452,1.1096,24.1700,14.5020
05/02/2017,210,FORESHANK,390.6866,2.0634,3.4800,2.0880
05/02/2017,,NECK **,174.7105,3.7989,2.3100,1.3860
05/02/2017,,HINDSADDLE,,,,
05/02/2017,232,"LOINS, TRIMMED 4X4",555.9780,4.7793,10.9100,6.5460
05/02/2017,232E,FLANK UNTRIMMED **,61.1054,0.2308,2.8100,1.6860
05/02/2017,233A,"LEG, TROTTER OFF",367.3056,2.8464,31.2900,18.7740
05/01/2017,,FORESADDLE,,,,
05/01/2017,204,"RACK, 8-RIB MEDIUM",779.8050,2.6140,11.4200,6.8520
05/01/2017,209,BREAST **,178.6596,7.8985,7.7400,4.6440
05/01/2017,207,"SHOULDERS, SQ-CUT",304.4356,5.9372,24.1700,14.5020
05/01/2017,210,FORESHANK,388.6232,3.4688,3.4800,2.0880
05/01/2017,,NECK **,170.9116,6.3858,2.3100,1.3860
05/01/2017,,HINDSADDLE,,,,
05/01/2017,232,"LOINS, TRIMMED 4X4",551.1987,1.4779,10.9100,6.5460
05/01/2017,232E,FLANK UNTRIMMED **,60.8746,4.1702,2.8100,1.6860
05/01/2017,233A,"LEG, TROTTER OFF",364.4592,-0.9770,31.2900,18.7740
04/28/2017,,FORESADDLE,,,,
04/28/2017,204,"RACK, 8-RIB MEDIUM",777.1910,17.1281,11.4200,6.8520
04/28/2017,209,BREAST **,170.7611,3.7278,7.7400,4.6440
04/28/2017,207,"SHOULDERS, SQ-CUT",298.4984,2.6597,24.1700,14.5020
04/28/2017,210,FORESHANK,385.1544,-5.1244,3.4800,2.0880
04/28/2017,,NECK **,164.5258,-0.0302,2.3100,1.3860
04/28/2017,,HINDSADDLE,,,,
04/28/2017,232,"LOINS, TRIMMED 4X4",549.7208,-1.0315,10.9100,6.5460
04/28/2017,232E,FLANK UNTRIMMED **,56.7044,0.2439,2.8100,1.6860
04/28/2017,233A,"LEG, TROTTER OFF",365.4362,-1.0216,31.2900,18.7740
04/27/2017,,FORESADDLE,,,,
04/27/2017,204,"RACK, 8-RIB MEDIUM",760.0629,-3.0460,11.4200,6.8520
04/27/2017,209,BREAST **,167.0333,-4.6962,7.7400,4.6440
04/27/2017,207,"SHOULDERS, SQ-CUT",295.8387,3.0063,24.1700,14.5020
04/27/2017,210,FORESHANK,390.2788,-2.4567,3.4800,2.0880
04/27/2017,,NECK **,164.5560,-0.9133,2.3100,1.3860
04/27/2017,,HINDSADDLE,,,,
04/27/2017,232,"LOINS, TRIMMED 4X4",550.7523,12.0313,10.9100,6.5460
04/27/2017,232E,FLANK UNTRIMMED **,56.4605,-37.7746,2.8100,1.6860
04/27/2017,233A,"LEG, TROTTER OFF",366.4578,-2.4985,31.2900,18.7740
04/26/2017,,FORESADDLE,,,,
04/26/2017,204,"RACK, 8-RIB MEDIUM",763.1089,4.2984,11.4200,7.6514
04/26/2017,209,BREAST **,171.7295,-1.3716,7.7400,5.1858
04/26/2017,207,"SHOULDERS, SQ-CUT",292.8324,0.1267,24.1700,16.1939
04/26/2017,210,FORESHANK,392.7355,15.2431,3.4800,2.3316
04/26/2017,,NECK **,165.4693,11.5786,2.3100,1.5477
04/26/2017,,HINDSADDLE,,,,
04/26/2017,232,"LOINS, TRIMMED 4X4",538.7210,-0.5555,10.9100,7.3097
04/26/2017,232E,FLANK UNTRIMMED **,94.2351,8.0004,2.8100,1.8827
04/26/2017,233A,"LEG, TROTTER OFF",368.9563,0.0016,31.2900,20.9643
04/25/2017,,FORESADDLE,,,,
04/25/2017,204,"RACK, 8-RIB MEDIUM",758.8105,5.3944,11.4200,7.6514
04/25/2017,209,BREAST **,173.1011,32.5606,7.7400,5.1858
04/25/2017,207,"SHOULDERS, SQ-CUT",292.7057,3.3013,24.1700,16.1939
04/25/2017,210,FORESHANK,377.4924,3.8642,3.4800,2.3316
04/25/2017,,NECK **,153.8907,27.7029,2.3100,1.5477
04/25/2017,,HINDSADDLE,,,,
04/25/2017,232,"LOINS, TRIMMED 4X4",539.2765,0.4752,10.9100,7.3097
04/25/2017,232E,FLANK UNTRIMMED **,86.2347,-2.2055,2.8100,1.8827
04/25/2017,233A,"LEG, TROTTER OFF",368.9547,1.2960,31.2900,20.9643
04/24/2017,,FORESADDLE,,,,
04/24/2017,204,"RACK, 8-RIB MEDIUM",753.4161,6.4314,11.4200,7.6514
04/24/2017,209,BREAST **,140.5405,2.2084,7.7400,5.1858
04/24/2017,207,"SHOULDERS, SQ-CUT",289.4044,-2.5795,24.1700,16.1939
04/24/2017,210,FORESHANK,373.6282,-1.4895,3.4800,2.3316
04/24/2017,,NECK **,126.1878,2.3555,2.3100,1.5477
04/24/2017,,HINDSADDLE,,,,
04/24/2017,232,"LOINS, TRIMMED 4X4",538.8013,6.9794,10.9100,7.3097
04/24/2017,232E,FLANK UNTRIMMED **,88.4402,-57.6838,2.8100,1.8827
04/24/2017,233A,"LEG, TROTTER OFF",367.6587,2.5716,31.2900,20.9643
04/21/2017,,FORESADDLE,,,,
04/21/2017,204,"RACK, 8-RIB MEDIUM",746.9847,-7.4246,11.4200,7.6514
04/21/2017,209,BREAST **,138.3321,1.7637,7.7400,5.1858
04/21/2017,207,"SHOULDERS, SQ-CUT",291.9839,-0.1516,24.1700,16.1939
04/21/2017,210,FORESHANK,375.1177,0.4129,3.4800,2.3316
04/21/2017,,NECK **,123.8323,-1.2778,2.3100,1.5477
04/21/2017,,HINDSADDLE,,,,
04/21/2017,232,"LOINS, TRIMMED 4X4",531.8219,4.0722,10.9100,7.3097
04/21/2017,232E,FLANK UNTRIMMED **,146.1240,16.6410,2.8100,1.8827
04/21/2017,233A,"LEG, TROTTER OFF",365.0871,14.0092,31.2900,20.9643
04/20/2017,,FORESADDLE,,,,
04/20/2017,204,"RACK, 8-RIB MEDIUM",754.4093,2.9414,11.4200,7.6514
04/20/2017,209,BREAST **,136.5684,4.5229,7.7400,5.1858
04/20/2017,207,"SHOULDERS, SQ-CUT",292.1355,1.2439,24.1700,16.1939
04/20/2017,210,FORESHANK,374.7048,-0.6445,3.4800,2.3316
04/20/2017,,NECK **,125.1101,0.9916,2.3100,1.5477
04/20/2017,,HINDSADDLE,,,,
04/20/2017,232,"LOINS, TRIMMED 4X4",527.7497,-4.3321,10.9100,7.3097
04/20/2017,232E,FLANK UNTRIMMED **,129.4830,0.7165,2.8100,1.8827
04/20/2017,233A,"LEG, TROTTER OFF",351.0779,2.6162,31.2900,20.9643
04/19/2017,,FORESADDLE,,,,
04/19/2017,204,"RACK, 8-RIB MEDIUM",751.4679,0.2273,11.4200,8.1082
04/19/2017,209,BREAST **,132.0455,1.9599,7.7400,5.4954
04/19/2017,207,"SHOULDERS, SQ-CUT",290.8916,3.1482,24.1700,17.1607
04/19/2017,210,FORESHANK,375.3493,-6.4302,3.4800,2.4708
04/19/2017,,NECK **,124.1185,-1.7404,2.3100,1.6401
04/19/2017,,HINDSADDLE,,,,
04/19/2017,232,"LOINS, TRIMMED 4X4",532.0818,1.5742,10.9100,7.7461
04/19/2017,232E,FLANK UNTRIMMED **,128.7665,-2.3901,2.8100,1.9951
04/19/2017,233A,"LEG, TROTTER OFF",348.4617,-0.9056,31.2900,22.2159
04/18/2017,,FORESADDLE,,,,
04/18/2017,204,"RACK, 8-RIB MEDIUM",751.2406,3.4162,11.4200,8.1082
04/18/2017,209,BREAST **,130.0856,-35.2659,7.7400,5.4954
04/18/2017,207,"SHOULDERS, SQ-CUT",287.7434,-0.6491,24.1700,17.1607
04/18/2017,210,FORESHANK,381.7795,-4.4828,3.4800,2.4708
04/18/2017,,NECK **,125.8589,-32.1883,2.3100,1.6401
04/18/2017,,HINDSADDLE,,,,
04/18/2017,232,"LOINS, TRIMMED 4X4",530.5076,-4.4190,10.9100,7.7461
04/18/2017,232E,FLANK UNTRIMMED **,131.1566,2.2167,2.8100,1.9951
04/18/2017,233A,"LEG, TROTTER OFF",349.3673,5.7360,31.2900,22.2159
04/17/2017,,FORESADDLE,,,,
04/17/2017,204,"RACK, 8-RIB MEDIUM",747.8244,4.4007,11.4200,8.1082
04/17/2017,209,BREAST **,165.3515,5.8524,7.7400,5.4954
04/17/2017,207,"SHOULDERS, SQ-CUT",288.3925,1.7127,24.1700,17.1607
04/17/2017,210,FORESHANK,386.2623,3.2487,3.4800,2.4708
04/17/2017,,NECK **,158.0472,-10.2946,2.3100,1.6401
04/17/2017,,HINDSADDLE,,,,
04/17/2017,232,"LOINS, TRIMMED 4X4",534.9266,-0.2835,10.9100,7.7461
04/17/2017,232E,FLANK UNTRIMMED **,128.9399,42.1408,2.8100,1.9951
04/17/2017,233A,"LEG, TROTTER OFF",343.6313,-0.3149,31.2900,22.2159
04/14/2017,,FORESADDLE,,,,
04/14/2017,204,"RACK, 8-RIB MEDIUM",743.4237,1.7432,11.4200,8.1082
04/14/2017,209,BREAST **,159.4991,2.1180,7.7400,5.4954
04/14/2017,207,"SHOULDERS, SQ-CUT",286.6798,3.4392,24.1700,17.1607
04/14/2017,210,FORESHANK,383.0136,4.9640,3.4800,2.4708
04/14/2017,,NECK **,168.3418,0.9804,2.3100,1.6401
04/14/2017,,HINDSADDLE,,,,
04/14/2017,232,"LOINS, TRIMMED 4X4",535.2101,1.8472,10.9100,7.7461
04/14/2017,232E,FLANK UNTRIMMED **,86.7991,-2.9195,2.8100,1.9951
04/14/2017,233A,"LEG, TROTTER OFF",343.9462,1.6007,31.2900,22.2159
04/13/2017,,FORESADDLE,,,,
04/13/2017,204,"RACK, 8-RIB MEDIUM",741.6805,4.0709,11.4200,8.1082
04/13/2017,209,BREAST **,157.3811,0.8018,7.7400,5.4954
04/13/2017,207,"SHOULDERS, SQ-CUT",283.2406,1.8582,24.1700,17.1607
04/13/2017,210,FORESHANK,378.0496,-3.0583,3.4800,2.4708
04/13/2017,,NECK **,167.3614,20.2806,2.3100,1.6401
04/13/2017,,HINDSADDLE,,,,
04/13/2017,232,"LOINS, TRIMMED 4X4",533.3629,-0.0822,10.9100,7.7461
04/13/2017,232E,FLANK UNTRIMMED **,89.7186,1.1983,2.8100,1.9951
04/13/2017,233A,"LEG, TROTTER OFF",342.3455,6.6924,31.2900,22.2159
04/12/2017,,FORESADDLE,,,,
04/12/2017,204,"RACK, 8-RIB MEDIUM",737.6096,6.7857,11.4200,8.2224
04/12/2017,209,BREAST **,156.5793,-4.7458,7.7400,5.5728
04/12/2017,207,"SHOULDERS, SQ-CUT",281.3824,1.6680,24.1700,17.4024
04/12/2017,210,FORESHANK,381.1079,-4.1953,3.4800,2.5056
04/12/2017,,NECK **,147.0808,-2.9987,2.3100,1.6632
04/12/2017,,HINDSADDLE,,,,
04/12/2017,232,"LOINS, TRIMMED 4X4",533.4451,1.9193,10.9100,7.8552
04/12/2017,232E,FLANK UNTRIMMED **,88.5203,34.4723,2.8100,2.0232
04/12/2017,233A,"LEG, TROTTER OFF",335.6531,1.8034,31.2900,22.5288
04/11/2017,,FORESADDLE,,,,
04/11/2017,204,"RACK, 8-RIB MEDIUM",730.8239,6.5056,11.4200,8.2224
04/11/2017,209,BREAST **,161.3251,2.5660,7.7400,5.5728
04/11/2017,207,"SHOULDERS, SQ-CUT",279.7144,1.1541,24.1700,17.4024
04/11/2017,210,FORESHANK,385.3032,1.7208,3.4800,2.5056
04/11/2017,,NECK **,150.0795,0.2280,2.3100,1.6632
04/11/2017,,HINDSADDLE,,,,
04/11/2017,232,"LOINS, TRIMMED 4X4",531.5258,7.2718,10.9100,7.8552
04/11/2017,232E,FLANK UNTRIMMED **,54.0480,-1.7401,2.8100,2.0232
04/11/2017,233A,"LEG, TROTTER OFF",333.8497,-0.1465,31.2900,22.5288
04/10/2017,,FORESADDLE,,,,
04/10/2017,204,"RACK, 8-RIB MEDIUM",724.3183,0.8505,11.4200,8.2224
04/10/2017,209,BREAST **,158.7591,-0.4472,7.7400,5.5728
04/10/2017,207,"SHOULDERS, SQ-CUT",278.5603,1.9813,24.1700,17.4024
04/10/2017,210,FORESHANK,383.5824,-1.2089,3.4800,2.5056
04/10/2017,,NECK **,149.8515,21.6449,2.3100,1.6632
04/10/2017,,HINDSADDLE,,,,
04/10/2017,232,"LOINS, TRIMMED 4X4",524.2540,4.5639,10.9100,7.8552
04/10/2017,232E,FLANK UNTRIMMED **,55.7881,4.1818,2.8100,2.0232
04/10/2017,233A,"LEG, TROTTER OFF",333.9962,-9.2461,31.2900,22.5288
04/07/2017,,FORESADDLE,,,,
04/07/2017,204,"RACK, 8-RIB MEDIUM",723.4678,-6.5256,11.4200,8.2224
04/07/2017,209,BREAST **,159.2063,2.2816,7.7400,5.5728
04/07/2017,207,"SHOULDERS, SQ-CUT",276.5790,-0.4317,24.1700,17.4024
04/07/2017,210,FORESHANK,384.7913,4.4413,3.4800,2.5056
04/07/2017,,NECK **,128.2066,2.9580,2.3100,1.6632
04/07/2017,,HINDSADDLE,,,,
04/07/2017,232,"LOINS, TRIMMED 4X4",519.6901,-0.9876,10.9100,7.8552
04/07/2017,232E,FLANK UNTRIMMED **,51.6063,0.9520,2.8100,2.0232
04/07/2017,233A,"LEG, TROTTER OFF",343.2423,2.7088,31.2900,22.5288
04/06/2017,,FORESADDLE,,,,
04/06/2017,204,"RACK, 8-RIB MEDIUM",729.9934,-3.1319,11.4200,8.2224
04/06/2017,209,BREAST **,156.9247,-0.9615,7.7400,5.5728
04/06/2017,207,"SHOULDERS, SQ-CUT",277.0107,1.8177,24.1700,17.4024
04/06/2017,210,FORESHANK,380.3500,3.7703,3.4800,2.5056
04/06/2017,,NECK **,125.2486,-2.1187,2.3100,1.6632
04/06/2017,,HINDSADDLE,,,,
04/06/2017,232,"LOINS, TRIMMED 4X4",520.6777,0.6625,10.9100,7.8552
04/06/2017,232E,FLANK UNTRIMMED **,50.6543,0.3055,2.8100,2.0232
04/06/2017,233A,"LEG, TROTTER OFF",340.5335,-8.5028,31.2900,22.5288
04/05/2017,,FORESADDLE,,,,
04/05/2017,204,"RACK, 8-RIB MEDIUM",733.1253,6.6825,11.4200,8.3366
04/05/2017,209,BREAST **,157.8862,2.2645,7.7400,5.6502
04/05/2017,207,"SHOULDERS, SQ-CUT",275.1930,-0.4184,24.1700,17.6441
04/05/2017,210,FORESHANK,376.5797,2.7375,3.4800,2.5404
04/05/2017,,NECK **,127.3673,5.0500,2.3100,1.6863
04/05/2017,,HINDSADDLE,,,,
04/05/2017,232,"LOINS, TRIMMED 4X4",520.0152,0.0365,10.9100,7.9643
04/05/2017,232E,FLANK UNTRIMMED **,50.3488,-34.8728,2.8100,2.0513
04/05/2017,233A,"LEG, TROTTER OFF",349.0363,-6.3750,31.2900,22.8417
04/04/2017,,FORESADDLE,,,,
04/04/2017,204,"RACK, 8-RIB MEDIUM",726.4428,1.3357,11.4200,8.3366
04/04/2017,209,BREAST **,155.6217,13.9757,7.7400,5.6502
04/04/2017,207,"SHOULDERS, SQ-CUT",275.6114,4.1266,24.1700,17.6441
04/04/2017,210,FORESHANK,373.8422,9.4526,3.4800,2.5404
04/04/2017,,NECK **,122.3173,-5.9457,2.3100,1.6863
04/04/2017,,HINDSADDLE,,,,
04/04/2017,232,"LOINS, TRIMMED 4X4",519.9787,-2.3380,10.9100,7.9643
04/04/2017,232E,FLANK UNTRIMMED **,85.2216,3.3965,2.8100,2.0513
04/04/2017,233A,"LEG, TROTTER OFF",355.4113,-7.6236,31.2900,22.8417
04/03/2017,,FORESADDLE,,,,
04/03/2017,204,"RACK, 8-RIB MEDIUM",725.1071,0.7758,11.4200,8.3366
04/03/2017,209,BREAST **,141.6460,4.7456,7.7400,5.6502
04/03/2017,207,"SHOULDERS, SQ-CUT",271.4848,-0.7434,24.1700,17.6441
04/03/2017,210,FORESHANK,364.3896,-1.4377,3.4800,2.5404
04/03/2017,,NECK **,128.2630,-29.8020,2.3100,1.6863
04/03/2017,,HINDSADDLE,,,,
04/03/2017,232,"LOINS, TRIMMED 4X4",522.3167,2.5393,10.9100,7.9643
04/03/2017,232E,FLANK UNTRIMMED **,81.8251,-44.2326,2.8100,2.0513
04/03/2017,233A,"LEG, TROTTER OFF",363.0349,17.7485,31.2900,22.8417
03/31/2017,,FORESADDLE,,,,
03/31/2017,204,"RACK, 8-RIB MEDIUM",724.3313,11.8703,11.4200,8.3366
03/31/2017,209,BREAST **,136.9004,-0.8007,7.7400,5.6502
03/31/2017,207,"SHOULDERS, SQ-CUT",272.2282,2.1653,24.1700,17.6441
03/31/2017,210,FORESHANK,365.8273,-5.9407,3.4800,2.5404
03/31/2017,,NECK **,158.0650,33.6870,2.3100,1.6863
03/31/2017,,HINDSADDLE,,,,
03/31/2017,232,"LOINS, TRIMMED 4X4",519.7774,-6.2636,10.9100,7.9643
03/31/2017,232E,FLANK UNTRIMMED **,126.0577,2.7042,2.8100,2.0513
03/31/2017,233A,"LEG, TROTTER OFF",345.2864,-7.4500,31.2900,22.8417
03/30/2017,,FORESADDLE,,,,
03/30/2017,204,"RACK, 8-RIB MEDIUM",712.4610,7.4559,11.4200,8.3366
03/30/2017,209,BREAST **,137.7011,0.0699,7.7400,5.6502
03/30/2017,207,"SHOULDERS, SQ-CUT",270.0629,-1.0211,24.1700,17.6441
03/30/2017,210,FORESHANK,371.7680,2.1326,3.4800,2.5404
03/30/2017,,NECK **,124.3780,-2.0460,2.3100,1.6863
03/30/2017,,HINDSADDLE,,,,
03/30/2017,232,"LOINS, TRIMMED 4X4",526.0410,-2.4585,10.9100,7.9643
03/30/2017,232E,FLANK UNTRIMMED **,123.3535,68.1103,2.8100,2.0513
03/30/2017,233A,"LEG, TROTTER OFF",352.7364,6.1220,31.2900,22.8417
03/29/2017,,FORESADDLE,,,,
03/29/2017,204,"RACK, 8-RIB MEDIUM",705.0051,2.2959,11.4200,8.2224
03/29/2017,209,BREAST **,137.6312,1.2606,7.7400,5.5728
03/29/2017,207,"SHOULDERS, SQ-CUT",271.0840,1.3395,24.1700,17.4024
03/29/2017,210,FORESHANK,369.6354,4.5805,3.4800,2.5056
03/29/2017,,NECK **,126.4240,3.5943,2.3100,1.6632
03/29/2017,,HINDSADDLE,,,,
03/29/2017,232,"LOINS, TRIMMED 4X4",528.4995,-5.6362,10.9100,7.8552
03/29/2017,232E,FLANK UNTRIMMED **,55.2432,12.8876,2.8100,2.0232
03/29/2017,233A,"LEG, TROTTER OFF",346.6144,14.9577,31.2900,22.5288
03/28/2017,,FORESADDLE,,,,
03/28/2017,204,"RACK, 8-RIB MEDIUM",702.7092,-4.3482,11.4200,8.2224
03/28/2017,209,BREAST **,136.3706,4.8662,7.7400,5.5728
03/28/2017,207,"SHOULDERS, SQ-CUT",269.7445,-5.4210,24.1700,17.4024
03/28/2017,210,FORESHANK,365.0549,-14.5899,3.4800,2.5056
03/28/2017,,NECK **,122.8297,25.0440,2.3100,1.6632
03/28/2017,,HINDSADDLE,,,,
03/28/2017,232,"LOINS, TRIMMED 4X4",534.1357,-4.5591,10.9100,7.8552
03/28/2017,232E,FLANK UNTRIMMED **,42.3556,0.6626,2.8100,2.0232
03/28/2017,233A,"LEG, TROTTER OFF",331.6567,8.4243,31.2900,22.5288
03/27/2017,,FORESADDLE,,,,
03/27/2017,204,"RACK, 8-RIB MEDIUM",707.0574,3.2092,11.4200,8.2224
03/27/2017,209,BREAST **,131.5044,-5.1684,7.7400,5.5728
03/27/2017,207,"SHOULDERS, SQ-CUT",275.1655,6.6781,24.1700,17.4024
03/27/2017,210,FORESHANK,379.6448,7.5535,3.4800,2.5056
03/27/2017,,NECK **,97.7857,-7.0043,2.3100,1.6632
03/27/2017,,HINDSADDLE,,,,
03/27/2017,232,"LOINS, TRIMMED 4X4",538.6948,8.0565,10.9100,7.8552
03/27/2017,232E,FLANK UNTRIMMED **,41.6930,-1.8095,2.8100,2.0232
03/27/2017,233A,"LEG, TROTTER OFF",323.2324,-1.0940,31.2900,22.5288
03/24/2017,,FORESADDLE,,,,
03/24/2017,204,"RACK, 8-RIB MEDIUM",703.8482,-0.5951,11.4200,8.2224
03/24/2017,209,BREAST **,136.6728,-0.9989,7.7400,5.5728
03/24/2017,207,"SHOULDERS, SQ-CUT",268.4874,-2.0431,24.1700,17.4024
03/24/2017,210,FORESHANK,372.0913,3.0237,3.4800,2.5056
03/24/2017,,NECK **,104.7900,-13.2762,2.3100,1.6632
03/24/2017,,HINDSADDLE,,,,
03/24/2017,232,"LOINS, TRIMMED 4X4",530.6383,7.0586,10.9100,7.8552
03/24/2017,232E,FLANK UNTRIMMED **,43.5025,-0.0214,2.8100,2.0232
03/24/2017,233A,"LEG, TROTTER OFF",324.3264,-4.3246,31.2900,22.5288
